Rang;Réseau;Station;Trafic;Correspondance_1;Correspondance_2;Correspondance_3;Correspondance_4;Correspondance_5;Ville;Arrondissement pour Paris;Coordonnées;Latitude;Longitude
191;Métro;LAMARCK-CAULAINCOURT;1875717;12;;;;;Paris;18.0;48.8897556, 2.3387677;48.8897556;2.3387677
263;Métro;MABILLON;1195051;10;;;;;Paris;6.0;48.8528857, 2.3349394;48.8528857;2.3349394
303;Métro;PRE-SAINT-GERVAIS;282626;7bis;;;;;Paris;19.0;48.8802778, 2.3988805;48.8802778;2.3988805
199;Métro;RANELAGH;1779206;9;;;;;Paris;16.0;48.8555764, 2.2702166;48.8555764;2.2702166
267;Métro;SAINT-SEBASTIEN-FROISSART;1151192;8;;;;;Paris;3.0;48.8611816, 2.367234;48.8611816;2.367234
1;RER;GARE DU NORD-RER;32102825;B;;;;;Paris;10.0;48.881399, 2.357438;48.881399;2.357438
200;Métro;VILLEJUIF-PAUL VAILLANT-COUTURIER;1764879;7;;;;;Villejuif;;48.79648308455054, 2.3682695400496945;48.79648308455054;2.3682695400496945
278;Métro;SEGUR;1100151;10;;;;;Paris;15.0;48.8469753, 2.3074451;48.8469753;2.3074451
2;RER;GARE DE LYON-RER;27505309;A;;;;;Paris;12.0;48.8436635, 2.3744869;48.8436635;2.3744869
207;Métro;LIBERTE;1704609;8;;;;;Charenton;;48.826620065463494, 2.4058519439819017;48.826620065463494;2.4058519439819017
280;Métro;TRINITE-D'ESTIENNE D'ORVES;1051982;12;;;;;Paris;9.0;48.8763067, 2.3326426;48.8763067;2.3326426
13;RER;NEUILLY-PLAISANCE;4680493;A;;;;;Neuilly-sur-Seine;;48.85290746280475, 2.5143124384334405;48.85290746280475;2.5143124384334405
222;Métro;JAVEL-ANDRE CITROEN;1589561;10;;;;;Paris;15.0;48.8461781, 2.2782825;48.8461781;2.2782825
284;Métro;CITE;1004657;4;;;;;Paris;4.0;48.8553272, 2.3475245;48.8553272;2.3475245
25;RER;JOINVILLE-LE-PONT;3034093;A;;;;;Joinville-le-Pont;;48.82103881506317, 2.4638567953623163;48.82103881506317;2.4638567953623163
224;Métro;COURCELLES;1583429;2;;;;;Paris;17.0;48.8794066, 2.3043565;48.8794066;2.3043565
290;Métro;VARENNE;782697;13;;;;;Paris;7.0;48.8569057, 2.3150837;48.8569057;2.3150837
33;RER;NOGENT-SUR-MARNE;2358276;A;;;;;Nogent-sur-Marne;;48.834288898896155, 2.471681242571033;48.834288898896155;2.471681242571033
232;Métro;FUNICULAIRE;1528671;2;;;;;Paris;18.0;48.8857954, 2.3425196;48.8857954;2.3425196
291;Métro;SAINT-GEORGES;751555;12;;;;;Paris;9.0;48.8784466, 2.3374748;48.8784466;2.3374748
43;RER;BAGNEUX;1742783;B;;;;;Cachan;;48.79333629623622, 2.322201633670121;48.79333629623622;2.322201633670121
234;Métro;MICHEL-ANGE-AUTEUIL;1512050;9;10;;;;Paris;16.0;48.8480025, 2.2641679;48.8480025;2.2641679
296;Métro;ASSEMBLEE NATIONALE;611512;12;;;;;Paris;7.0;48.8617609, 2.317973868446648;48.8617609;2.317973868446648
44;RER;LE PARC DE SAINT-MAUR;1617366;A;;;;;Saint-Maur des Fossés;;48.80537766216148, 2.4863497487790744;48.80537766216148;2.4863497487790744
236;Métro;PORTE D'ITALIE;1507152;7;;;;;Paris;13.0;48.8190866, 2.359533;48.8190866;2.359533
302;Métro;BUTTES-CHAUMONT;358301;7bis;;;;;Paris;19.0;48.8783961, 2.3812008;48.8783961;2.3812008
54;RER;PALAISEAU;694838;B;;;;;Palaiseau;;48.71694628758515, 2.245672514581906;48.71694628758515;2.245672514581906
237;Métro;BREGUET-SABIN;1490160;5;;;;;Paris;11.0;48.8566333, 2.3704333;48.8566333;2.3704333
304;Métro;PELLEPORT;229524;3bis;;;;;Paris;20.0;48.8680997, 2.4013152;48.8680997;2.4013152
60;RER;FONTAINE-MICHALON;473408;B;;;;;Antony;;48.743016569903006, 2.295921406897603;48.743016569903006;2.295921406897603
238;Métro;NOTRE-DAME-DES-CHAMPS;1487256;12;;;;;Paris;6.0;48.8446836, 2.3288039;48.8446836;2.3288039
3;RER;CHATELET-LES HALLES-RER;24100383;A;B;;;;Paris;1.0;48.8603428, 2.3465336;48.8603428;2.3465336
239;Métro;MALAKOFF-RUE ETIENNE DOLET;1450451;13;;;;;Malakoff;;48.81530753120022, 2.2970777969729843;48.81530753120022;2.2970777969729843
4;RER;LA DEFENSE-RER;17570475;A;;;;;Puteaux;;48.89168813894621, 2.2385952173384713;48.89168813894621;2.2385952173384713
243;Métro;MICHEL-ANGE-MOLITOR;1420552;9;10;;;;Paris;16.0;48.8450092, 2.26111;48.8450092;2.26111
7;RER;MASSY-PALAISEAU;6819340;B;;;;;Massy;;48.72509804119919, 2.259946049525822;48.72509804119919;2.259946049525822
245;Métro;SAINT-JACQUES;1407837;6;;;;;Paris;13.0;48.8329806, 2.3368199;48.8329806;2.3368199
10;RER;NOISY-LE-GRAND-MONT D'EST;5477236;A;;;;;Noisy-le-Grand;;48.840844372159204, 2.549900487641346;48.840844372159204;2.549900487641346
246;Métro;MICHEL BIZOT;1403416;8;;;;;Paris;12.0;48.8370694, 2.4024586;48.8370694;2.4024586
11;RER;CITE UNIVERSITAIRE;5144113;B;;;;;Paris;14.0;48.8205877, 2.3390071;48.8205877;2.3390071
247;Métro;LA TOUR-MAUBOURG;1361723;8;;;;;Paris;7.0;48.8575602, 2.3103234;48.8575602;2.3103234
20;RER;NATION-RER;3492188;A;;;;;Paris;12.0;48.847579367477074, 2.3955545121706874;48.847579367477074;2.3955545121706874
250;Métro;VAVIN;1322588;4;;;;;Paris;14.0;48.8422164, 2.3290114;48.8422164;2.3290114
22;RER;BOURG-LA-REINE;3134620;B;;;;;Bourg la Reine;;48.78031379639699, 2.312307716888594;48.78031379639699;2.312307716888594
251;Métro;NATIONALE;1320290;6;;;;;Paris;13.0;48.8331995, 2.3628272;48.8331995;2.3628272
24;RER;NANTERRE-UNIVERSITE;3069010;A;;;;;Nanterre;;48.90131105604062, 2.213302314596661;48.90131105604062;2.213302314596661
262;Métro;MAISON BLANCHE;1203631;7;;;;;Paris;13.0;48.8214639, 2.3587863;48.8214639;2.3587863
31;RER;MARNE-LA-VALLEE-CHESSY;2525654;A;;;;;Montévrain;;48.86995013493981, 2.7822267234490368;48.86995013493981;2.7822267234490368
266;Métro;FELIX FAURE;1161978;8;;;;;Paris;15.0;48.8426775, 2.2917792;48.8426775;2.2917792
34;RER;LA CROIX DE BERNY;2357629;B;;;;;Antony;;48.762970470491084, 2.3047519014655244;48.762970470491084;2.3047519014655244
270;Métro;CHATEAU-LANDON;1140353;7;;;;;Paris;10.0;48.8788923, 2.3624779;48.8788923;2.3624779
45;RER;LES BACONNETS;1597521;B;;;;;Antony;;48.73968104253053, 2.287667495463073;48.73968104253053;2.287667495463073
272;Métro;SULLY-MORLAND;1124169;7;;;;;Paris;4.0;48.8513954, 2.3618174;48.8513954;2.3618174
46;RER;ROBINSON;1591739;B;;;;;Sceaux;;48.78023729710839, 2.281430595437462;48.78023729710839;2.281430595437462
275;Métro;EUROPE;1106459;3;;;;;Paris;8.0;48.8787706, 2.3222823;48.8787706;2.3222823
47;RER;CHATOU-CROISSY;1578758;A;;;;;Chatou;;48.885211218208454, 2.1559034718965226;48.885211218208454;2.1559034718965226
283;Métro;CAMPO-FORMIO;1016150;5;;;;;Paris;13.0;48.8351097, 2.3582211;48.8351097;2.3582211
51;RER;LOGNES;1169619;A;;;;;Lognes;;48.839219299951644, 2.6332109134176336;48.839219299951644;2.6332109134176336
298;Métro;SAINT-FARGEAU;472258;3bis;;;;;Paris;8.0;48.8715218, 2.4043104;48.8715218;2.4043104
55;RER;SAINT-REMY-LES-CHEVREUSE;628974;B;;;;;St-Rémy-Lès-Chevreuse;;48.70275104207729, 2.071242846320578;48.70275104207729;2.071242846320578
300;Métro;PORTE D'AUTEUIL;375748;10;;;;;Paris;16.0;48.8480881, 2.2587539;48.8480881;2.2587539
57;RER;SCEAUX;538058;B;;;;;sceaux;;48.78135672132316, 2.2976476777940333;48.78135672132316;2.2976476777940333
5;RER;NANTERRE-PREFECTURE;16665520;A;;;;;Nanterre;;48.89574531120744, 2.2232129684066617;48.89574531120744;2.2232129684066617
59;RER;LOZERE;501148;B;;;;;Palaiseau;;48.70596898482229, 2.212262378017493;48.70596898482229;2.212262378017493
8;RER;AUBER;6549601;A;;;;;Paris;9.0;48.8722245, 2.3297877;48.8722245;2.3297877
61;RER;BURES-SUR-YVETTE;446748;B;;;;;Bures sur Yvette;;48.696252747814434, 2.1643782427741725;48.696252747814434;2.1643782427741725
12;RER;CHARLES DE GAULLE-ETOILE-RER;4945694;A;;;;;Paris;17.0;48.8743343, 2.2940558;48.8743343;2.2940558
15;RER;SAINT-MICHEL-NOTRE-DAME;4376933;B;;;;;Paris;;48.8533538, 2.345784;48.8533538;2.345784
17;RER;ANTONY;4090042;B;;;;;Antony;;48.754946525531125, 2.3009868557349513;48.754946525531125;2.3009868557349513
18;RER;LUXEMBOURG;3624948;B;;;;;Paris;5.0;48.8454719, 2.339808;48.8454719;2.339808
23;RER;TORCY;3091308;A;;;;;Torcy;;48.83964551726303, 2.655130086641314;48.83964551726303;2.655130086641314
26;RER;DENFERT-ROCHEREAU-RER;3011780;B;;;;;Paris;14.0;48.8329934, 2.3332221;48.8329934;2.3332221
29;RER;SAINT-MAUR-CRETEIL;2762895;A;;;;;Saint-Maur des Fossés;;48.80620002476372, 2.4727204038021715;48.80620002476372;2.4727204038021715
30;RER;ARCUEIL-CACHAN;2620746;B;;;;;Arcueil;;48.798892500080676, 2.328136923064751;48.798892500080676;2.328136923064751
35;RER;BUSSY-SAINT-GEORGES;2338585;A;;;;;Bussy-Saint-Georges;;48.83653643294523, 2.7089817422622775;48.83653643294523;2.7089817422622775
39;RER;FONTENAY-SOUS-BOIS;2121720;A;;;;;Fontenay-sous-Bois;;48.843794351932786, 2.4635014194875513;48.843794351932786;2.4635014194875513
40;RER;SUCY-BONNEUIL;1993503;A;;;;;Sucy-en-Brie;;48.771707906964316, 2.507482645714313;48.771707906964316;2.507482645714313
58;RER;LE GUICHET;530706;B;;;;;Orsay;;48.70540392478546, 2.1927348848067565;48.70540392478546;2.1927348848067565
65;RER;PARC DE SCEAUX;383626;B;;;;;Antony;;48.76956333368779, 2.309905064564246;48.76956333368779;2.309905064564246
65;RER;LA HACQUINIERE;285626;B;;;;;Bures sur Yvette;;48.695264122108014, 2.151642038623571;48.695264122108014;2.151642038623571
65;METRO;SAINT-FRANÇOIS-XAVIER;;13;;;;;;;48.85144170744032, 2.314408121472487;48.85144170744032;2.314408121472487
65;RER;CONFLANS FIN D’OISE ;;A;;;;;;;48.990332591052955, 2.073955308732424;48.990332591052955;2.073955308732424
65;RER;SARTROUVILLE;;A;;;;;;;48.93773606341459, 2.1570864964698178;48.93773606341459;2.1570864964698178
65;RER;CERGY LE HAUT;;A;;;;;;;49.04787620336899, 2.0109997600036325;49.04787620336899;2.0109997600036325
65;RER;CERGY SAINT-CHRISTOPHE;;A;;;;;;;49.049647005256354, 2.034294461852662;49.049647005256354;2.034294461852662
65;RER;CERGY PREFECTURE;;A;;;;;;;49.036463980725365, 2.0795349399973735;49.036463980725365;2.0795349399973735
65;RER;HOUILLES CARRIERES SUR SEINE ;;A;;;;;;;48.92037937392436, 2.1853533763028636;48.92037937392436;2.1853533763028636
65;RER;MAISONS LAFFITTE;;A;;;;;;;48.94550297190666, 2.1450174376542583;48.94550297190666;2.1450174376542583
65;RER;NEUVILLE UNIVERSITE;;A;;;;;;;49.014133684983044, 2.078306591409993;49.014133684983044;2.078306591409993
65;RER;ACHÈRES VILLE;;A;;;;;;;48.97066504832262, 2.0777317645655984;48.97066504832262;2.0777317645655984
